"Nr_Arrest","naam","new_tags"
"1718/0250","Ingrid","Kennelijke onredelijkheid, onjuiste of foutieve aard bouwhoogte en schaal niet aangetoond"
"1718/0250","Ingrid","VWP geeft duidelijk aan om welke redenen andersluidend geoordeeld wordt"
"1718/0273","Thibault","Vernietiging"
"1718/0273","Thibault","Afwijking meer dan 15 jaar oude verkaveling"
"1718/0273","Thibault","Actualiteit van het belang bij het middel"
"1718/0273","Thibault","Codextrein"
"1718/0273","Thibault","Raad kan niet vooruitlopen op herstelbeslissing ("
"1718/0273","Thibault","Navigator)"
"1718/0273","Thibault","Artikel 4.4.1, §1 VCRO"
"1718/0273","Thibault","Beperkte aard van de afwijking niet gemotiveerd"
"1718/0271","Annelore","Onontvankelijk"
"1718/0271","Annelore","Actueel belang"
"1718/0271","Annelore","Erkenning door VZP bereidheid tot herstel en gebrek aan voorwerp geschil"
"1718/0194","Ben","Onontvankelijk"
"1718/0194","Ben","TSK"
"1718/0194","Ben","artikel 21, §1, derde lid DBRC-decreet"
"1718/0194","Ben","Termijn ("
"1718/0194","Ben","Navigator)"
"1718/0194","Ben","Bewijs van tijdige overschrijving (dies ad quem) niet geleverd: boekings- en valutadatum ("
"1718/0194","Ben","Navigator)"
"1718/0194","Ben","Overmacht of dwaling niet aangetoond"
"1718/0194","Ben","Artikel 35 DBRC-decreet"
"1718/0194","Ben","Principieel enkel vernietigingsbevoegdheid"
"1718/0194","Ben","Artikel 15, 4° PB"
"1718/0194","Ben","Geen enkel ontvankelijk middel in verzoekschrift"
"1718/0194","Ben","Voor zover al een bepaling kan afgeleid worden is dit niet het geval voor een grief of is deze gericht op CBS- "
"1718/0194","Ben","Geen rekening te houden met WA tenzij openbare orde of nieuwe elementen ("
"1718/0194","Ben","Navigator)"
"1819/0182","Lore","Schorsing verworpen"
"1819/0182","Lore","Artikel 8 en artikel 16, 4° "
"1819/0182","Lore","Procedurebesluit"
"1819/0182","Lore","Aanvullende stukken in schorsingsprocedure"
"1819/0182","Lore","Uit debatten geweerd"
"1819/0182","Lore","Artikel 4.3.1, §2, eerste lid, 1° en 2° VCRO"
"1819/0182","Lore","Hinder en nadelen (visueel, licht, zicht)"
"1819/0182","Lore","Beroepsgrieven beoordeeld"
"1819/0182","Lore","Louter tegengestelde visie"
"1718/0198","Sacha","Vernietiging"
"1718/0198","Sacha","Artikel 4.7.19, §2 VCRO"
"1718/0198","Sacha","Regelmatigheid van de aanplakking"
"1718/0198","Sacha","Attest van aanplakking"
"1718/0198","Sacha","Bewijslast VZP/aanvrager –tijdstip en aanplakking op de plaats waarop de aanvraag betrekking heeft"
"1718/0198","Sacha","Aanplakking afdoende zichtbaar en leesbaar vanop de openbare weg"
"1718/0198","Sacha","Aanvang beroepstermijn"
"1718/0198","Sacha","Bewijs van onregelmatigheid kan door andere bewijsstukken worden geleverd"
"1718/0198","Sacha","Verklaring op eer is geen attest van aanplakking"
"1718/0198","Sacha","Foto’s van de aanplakking"
"1718/0198","Sacha","Geen duidelijk beeld"
"1718/0198","Sacha","Twijfel speelt in het voordeel van "
"1718/0198","Sacha","Vzp ("
"1718/0198","Sacha","Navigator)"
"1718/0272","Saartje","Vernietiging"
"1718/0272","Saartje","Verzaken aan de vergunning"
"1718/0272","Saartje","Duidelijkheid in het rechtsverkeer"
"1718/0272","Saartje","Kosten ten laste van TSK"
"1718/0849","Tariq","Afstand van geding"
"1718/0849","Tariq","VZP vraagt dat partijen eigen gedingkosten dragen"
"1718/0849","Tariq","Rolrechten ten laste van VZP ("
"1718/0849","Tariq","Navigator)"
"1819/0066","Annelore","Vernietiging"
"1819/0066","Annelore","Art. 71 PB"
"1819/0066","Annelore","Geen voortzetting"
"1819/0066","Annelore","Stilzitten verwerende partij"
"1819/0066","Annelore","Artikel 20/1, §2 "
"1819/0066","Annelore","Procedurebesluit"
"1819/0066","Annelore","Versnelde RP"
"1819/0066","Annelore","Geen verhoging basisbedrag"
"1718/0329","Matthias","Vernietiging (samenhang: 1718/0346)"
"1718/0329","Matthias","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0329","Matthias","Derde-belanghebbende"
"1718/0329","Matthias","RUP niet uitputtend"
"1718/0329","Matthias","Causaal verband"
"1718/0329","Matthias","Artikel 4.3.1, §2, eerste lid, 2° VCRO"
"1718/0329","Matthias","Bezwaarschriften, ongunstig advies parkeerplaatsen, andersluidende beslissing eerdere aanvraag"
"1718/0329","Matthias","Geen eigen zorgvuldig onderzoek"
"1718/0329","Matthias","Letterlijke overname standpunt TSK ("
"1718/0329","Matthias","Navigator)"
"1718/0329","Matthias","Mobiliteitstoets en technische specificaties ingediend na hoorzitting"
"1718/0329","Matthias","Onvoldoende zorgvuldige beoordeling"
"1718/0329","Matthias","Niet afdoende gemotiveerd"
"1718/0329","Matthias","RUP niet uitputtend"
"1718/0329","Matthias","Stadsontwikkelingsproject"
"1718/0329","Matthias","VWP verwijst naar ontheffing plan-MER in het kader van het RUP"
"1718/0329","Matthias","Project-mer-screeningsnota met verwijzing gevoegd bij aanvraag"
"1718/0329","Matthias","Geen afdoende toetsing aan afwegingskader van bijlage II DABM"
"1718/0329","Matthias","Inhoudelijk gebrekkige screening stemt overeen met het ontbreken van een MER-screening ("
"1718/0329","Matthias","Navigator)"
"1718/0329","Matthias","Raad moet niet zelf op zoek gaan naar beoordeling"
"1718/0329","Matthias","Niet in verband gebracht met screening ("
"1718/0329","Matthias","Navigator)"
"1718/0329","Matthias","Artikel 4.3.1, §1, lid 2 VCRO"
"1718/0329","Matthias","Beperkte planaanpassing"
"1718/0329","Matthias","Geen afdoende motivering “beperkte” aard"
"1718/0329","Matthias","Essentiële gegevens in kader goede RO"
"1718/0329","Matthias","Geluidsscherm, kapplan, beplantingsplan en masterplan"
"1718/0329","Matthias","Bezwaarrecht verder uitgehold wat betreft mobiliteitstoets"
"1718/0346","Matthias","Vernietiging (samenhang: 1718/0329)"
"1718/0346","Matthias","Zonder voorwerp"
"1718/0269","Arnout","Vernietiging (samenhang: 1718/0255)TSK heeft voortgezet"
"1718/0269","Arnout","Laattijdig tussengekomen in vernietigingsprocedure ("
"1718/0269","Arnout","Procedure na wijzigingsdecreet)"
"1718/0269","Arnout","Ontvankelijkheid tussenkomst"
"1718/0269","Arnout","Beschikking heeft voorlopig karakter"
"1718/0269","Arnout","Tijdigheid"
"1718/0269","Arnout","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0269","Arnout","Derde-belanghebbende"
"1718/0269","Arnout","Visuele hinder"
"1718/0269","Arnout","Geen restrictieve interpretatie omschrijving omvang nadelen "
"1718/0269","Arnout","Artikel 4.4.7, § 2 VCRO en artikel 3, §3 "
"1718/0269","Arnout","Besluit "
"1718/0269","Arnout","Handelingen van "
"1718/0269","Arnout","Algemeen "
"1718/0269","Arnout","Belang"
"1718/0269","Arnout","Conclusie "
"1718/0269","Arnout","Projectvergadering waarin gew. "
"1718/0269","Arnout","Sted. "
"1718/0269","Arnout","Ambtenaar zich heeft uitgesproken ("
"1718/0269","Arnout","Navigator)"
"1718/0269","Arnout","Oordeel "
"1718/0269","Arnout","Projectvergadering geen voorbeslissing ("
"1718/0269","Arnout","Navigator)"
"1718/0269","Arnout","Niet-toepassing formele motiveringsplicht ("
"1718/0269","Arnout","Navigator)"
"1718/0269","Arnout","Artikel 3, §1, 5° "
"1718/0269","Arnout","Besluit "
"1718/0269","Arnout","Handelingen "
"1718/0269","Arnout","Algemeen "
"1718/0269","Arnout","Belang: windturbine is geen aanhorigheid ("
"1718/0269","Arnout","Navigator)"
"1718/0269","Arnout","Windturbines"
"1718/0269","Arnout","Gebrekkige beoordeling"
"1718/0269","Arnout","Geen onderzoek locatiealternatieven"
"1718/0269","Arnout","Windturbines"
"1718/0269","Arnout","Geen beperkte ruimtelijke impact"
"1718/0269","Arnout","Beoordeling goede RO is ander toetsingskader"
"1718/0269","Arnout","Niet afdoende gemotiveerd"
"1718/0269","Arnout","Vingerwijzing indeplaatsstelling ilv prima facie impact windturbine ("
"1718/0269","Arnout","Navigator)"
"1718/0255","Arnout","Vernietiging (samenhang: 1718/0269)"
"1718/0255","Arnout","Zonder voorwerp"
"1718/0243","Arnout","Vernietiging"
"1718/0243","Arnout","Artikel 15, 4° "
"1718/0243","Arnout","Procedurebesluit vereist geen omschrijving belang bij het middel"
"1718/0243","Arnout","Art. 35 DBRC-besluit vereist wel de aanwezigheid ervan ("
"1718/0243","Arnout","Navigator)"
"1718/0243","Arnout","Nabije ligging in overstromingsgevoelig gebied"
"1718/0243","Arnout","Watertoets en zorgvuldigheid- "
"1718/0243","Arnout","Art. 4.2.19 VCRO niet aangevoerd"
"1718/0243","Arnout","Onzorgvuldig opleggen onduidelijke voorwaarde (overgenomen adviesverlenende instantie)"
"1718/0243","Arnout","Gegrond"
"1718/0243","Arnout","Art. 4.4.7 VCRO"
"1718/0243","Arnout","Handeling uit bosbeheerplan betreft bepaling in de zin van artikel 3, §1, 12° "
"1718/0243","Arnout","Besluit "
"1718/0243","Arnout","Handelingen "
"1718/0243","Arnout","Algemeen "
"1718/0243","Arnout","Belang"
"1718/0243","Arnout","Expliciete aanwijzing niet vereist ("
"1718/0243","Arnout","Navigator)"
"1718/0243","Arnout","Verwijzing definities artikel 2, §1, 1° en 12°"
"1617/0754","Jona","Vernietiging"
"1617/0754","Jona","Artikel 4.3.1, §2, eerste lid, 1° VCRO"
"1617/0754","Jona","Overschrijding woningdichtheid onvoldoende gemotiveerd"
"1617/0754","Jona","Begrip “beleidsmatig gewenste ontwikkelingen” (zeurtcriterium)"
"1617/0754","Jona","Gemeentelijk ruimtelijk structuurplan"
"1617/0754","Jona","Verzwaarde motiveringsplicht"
"1617/0754","Jona","Gezag van gewijsde (o.m. motivering inzake behoud van groen)"
"1617/0754","Jona","Geen planinitiatief"
"1617/0754","Jona","Opmaak RUP waartoe loutere intentie tot opmaak, doet hieraan niet af"
"1617/0754","Jona","Schending gezag van gewijsde"
"1718/0355","Heidi","Onontvankelijk"
"1718/0355","Heidi","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0355","Heidi","Derde-belanghebbende"
"1718/0355","Heidi","Woonst op meer dan 1 km."
"1718/0355","Heidi","Actio popularis erfgoed en GRO"
"1718/0355","Heidi","hinder&nadelen niet voldoende persoonlijk/concreet"
"1718/0344","Hildegard","Ongegrond (afstand in hoofde 2 partijen)"
"1718/0344","Hildegard","Alleen de eerste, tweede en derde verzoekende partij dienen een verzoek tot voorzetting in"
"1718/0344","Hildegard","Afstand andere verzoekende partijen ("
"1718/0344","Hildegard","Navigator) "
"1718/0344","Hildegard","Artikel 4.8.11, §1, eerste lid 3° VCRO"
"1718/0344","Hildegard","Derde-belanghebbende"
"1718/0344","Hildegard","Mobiliteitsproblemen en wateroverlast"
"1718/0344","Hildegard","Gebrek aan bezwaren en vernietigingsberoep RUP"
"1718/0344","Hildegard","Ontneemt belang bij het middel (artikel 159 "
"1718/0344","Hildegard","Gw) niet"
"1718/0344","Hildegard","Klein gebied op lokaal niveau"
"1718/0344","Hildegard","Geen plan-MER vereist ("
"1718/0344","Hildegard","Navigator)"
"1718/0344","Hildegard","Middel voor het eerst in WA"
"1718/0344","Hildegard","Onderzoek of al dan niet oo"
"1718/0344","Hildegard","("
"1718/0344","Hildegard","Loyauteitsplicht) ("
"1718/0344","Hildegard","Navigator)"
"1718/0344","Hildegard","Loutere kritiek op watertoets raakt de openbare orde niet ("
"1718/0344","Hildegard","Navigator)"
"1718/0344","Hildegard","Kritiek op GRO neemt concrete motivering niet mee"
"1718/0344","Hildegard","Verwijzing RUP VWP en TSK (artikel 4.3.1, §1, 3° VCRO)"
"1718/0344","Hildegard","Middel raakt niet aan de kennelijke onredelijke beoordeling van de GRO ("
"1718/0344","Hildegard","Navigator)"
"1718/0721","Lieselotte","Vernietiging"
"1718/0721","Lieselotte","Art. 69 en 71 PB"
"1718/0721","Lieselotte","Geen voortzetting"
"1718/0721","Lieselotte","Versnelde rechtspleging"
"1718/0831","Lieselotte","Afstand van geding"
"1617/0666","Jolien","Vernietiging (samenhang 1617/0682)"
"1617/0666","Jolien","Artikel 4.2.25 VCRO"
"1617/0666","Jolien","Gemeenteraadsbeslissing zaak der wegen"
"1617/0666","Jolien","(quasi-)openbare bestemming weg"
"1617/0666","Jolien","Riolering, toegang (semi-)publieke ruimte, huisvuilophaling,…"
"1617/0666","Jolien","Geen zorgvuldige motivering ("
"1617/0666","Jolien","Navigator)"
"1617/0666","Jolien","Eigendomsstructuur niet doorslaggevend"
"1617/0666","Jolien","Artikel 4.3.5 VCRO"
"1617/0666","Jolien","Voldoende uitgeruste weg"
"1617/0666","Jolien","private dan wel openbare bestemming van de toegangsweg onvoldoende onderzocht"
"1617/0682","Jolien","Onontvankelijk (samenhang 1617/0666)"
"1617/0682","Jolien","Zonder voorwerp"
"1617/0682","Jolien","Verzoek tot samenvoeging dient niet te worden beoordeeld- "
"1617/0682","Jolien","Vernietiging in ander dossier"
"1617/0644","Tine","Onontvankelijk"
"1617/0644","Tine","Artikel 74, §1 "
"1617/0644","Tine","Procedurebesluit"
"1617/0644","Tine","Antwoordnota laattijdig"
"1617/0644","Tine","Overmacht niet aangetoond"
"1617/0644","Tine","Ontvankelijkheid TSK"
"1617/0644","Tine","Beschikking betreft prima facie beoordeling"
"1617/0644","Tine","Artikel 61, §1 "
"1617/0644","Tine","Procedurebesluit"
"1617/0644","Tine","Artikel 159 GW"
"1617/0644","Tine","Geen sprake van ongelijke behandeling"
"1617/0644","Tine","Niet vergelijkbare situatie"
"1617/0644","Tine","Doelstelling PB ("
"1617/0644","Tine","Navigator)"
"1617/0644","Tine","TSK 2"
"1617/0644","Tine","Artikel 59/3 PB"
"1617/0644","Tine","Omzeilen procedure ("
"1617/0644","Tine","Navigator)"
"1617/0644","Tine","Onontvankelijkheidsbeslissing"
"1617/0644","Tine","Voor de "
"1617/0644","Tine","Raad aanvechtbare vergunningsbeslissing"
"1617/0644","Tine","Ontvankelijkheid (artikel 4.8.11, §3 VCRO"
"1617/0644","Tine","Geen louter procedureel belang"
"1617/0644","Tine","Onderzoek valt samen met beoordeling ten gronde"
"1617/0644","Tine","Louter concurrentieel belang"
"1718/0201","Laura","Ongegrond (samenhangend: 1617/0301)"
"1718/0201","Laura","Artikel 74, §1 "
"1718/0201","Laura","Procedurebesluit"
"1718/0201","Laura","Antwoordnota laattijdig"
"1718/0201","Laura","Overmacht niet aangetoond"
"1718/0201","Laura","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0201","Laura","Derde-belanghebbende"
"1718/0201","Laura","Geen buitensporige hinder vereist"
"1718/0201","Laura","Art. 159 "
"1718/0201","Laura","Gw."
"1718/0201","Laura","Individuele rechtshandeling"
"1718/0201","Laura","Annulatievordering samenhangende zaak verworpen"
"1718/0201","Laura","Exceptie verworpen"
"1718/0201","Laura","Aangegeven afstanden in plannen en vergunningsvoorwaarde"
"1718/0201","Laura","Realiseerbaarheid in het licht van subjectieve rechten"
"1718/0201","Laura","Toepassing art. 4.2.22 VCRO"
"1617/0483","Lore","Ongegrond"
"1617/0483","Lore","GRO"
"1617/0483","Lore","Lichtinval en privacyhinder"
"1617/0483","Lore","Geen intern tegenstrijdige motivering"
"1617/0483","Lore","Isolatienormen vanuit woonkwaliteit niet kennelijk onredelijk meegenomen in de beoordeling"
"1617/0483","Lore","Geen loutere verwijzing naar burgerrechtelijke lichten en zichten"
"1617/0483","Lore","VZP toont kennelijk onredelijke, onzorgvuldige, foutieve of niet-afdoende motivering niet aan"
"1819/0108","Marino","Klaarblijkelijk onontvankelijk "
"1819/0108","Marino","Rolrechten niet betaald"
"1819/0046","Chana","Klaarblijkelijk onontvankelijk "
"1819/0046","Chana","Rolrechten niet betaald"
"1819/0046","Chana","Laattijdig verzoekschrift"
"1718/0819","Marino","Klaarblijkelijk onontvankelijk "
"1718/0819","Marino","Rolrechten niet betaald"
"1718/0607","Chana","Klaarblijkelijk onontvankelijk "
"1718/0607","Chana","Rolrechten niet tijdig betaald"
"1819/0223","Ingrid","Schorsing verworpen"
"1819/0223","Ingrid","Klaarblijkelijk onontvankelijk"
"1819/0223","Ingrid","Artikel 56, §1, 2° PB"
"1819/0223","Ingrid","Geen uiteenzetting hoogdringendheid"
"1718/0182","Michelle","Vernietiging"
"1718/0182","Michelle","Vzp heeft geen belang bij middel aangaande onwettige aanplakking daar zij tijdig beroep heeft ingesteld"
"1718/0182","Michelle","Openbaarheid van bestuur"
"1718/0182","Michelle","Kopie vereist geen volledige weergave van alle documenten"
"1718/0182","Michelle","Schending rooilijn/buurtweg/tegenstrijdigheid vergunningen"
"1718/0182","Michelle","Stelplicht VZP"
"1718/0182","Michelle","Onverzoenbaarheid (en zelfs ligging) niet aangetoond"
"1718/0182","Michelle","Art. 682 BW"
"1718/0182","Michelle","artikel 4.2.22, §1 VCRO"
"1718/0182","Michelle","Verleend onder voorbehoud van burgerlijke rechten"
"1718/0182","Michelle","Subjectieve rechten"
"1718/0182","Michelle","Artikel 4.3.1, § 2, eerste lid, 1° en 2° VCRO"
"1718/0182","Michelle","Kennelijk onredelijke, onzorgvuldige of onjuiste beoordeling cultuurhistorische inpasbaarheid niet aangetoond"
"1718/0182","Michelle","Artikel 4.3.5, §1 VCRO"
"1718/0182","Michelle","Voldoende uitgeruste weg"
"1718/0182","Michelle","Afsluiting geen gebouw"
"1718/0182","Michelle","Onontvankelijke kritiek op beslissing in eerste administratieve aanleg"
"1718/0182","Michelle","Voorwaarde voldoende precies wat betreft relevante elementen"
"1718/0182","Michelle","Onzorgvuldigheid watertoets niet aangetoond"
"1718/0182","Michelle","Onafhankelijkheidsbeginsel niet contra legem toe te passen"
"1718/0182","Michelle","Artikel 10, §1, 4° DIWB"
"1718/0182","Michelle","Geen nieuwe bovengrondse constructies mogen worden opgericht binnen 5 meter vanaf bovenste rand van talud van oppervlaktewaterlichaam"
"1718/0182","Michelle","Uitzondering restrictief te interpreteren"
"1718/0182","Michelle","Constructies geen uitstaans functie oeverzone ("
"1718/0182","Michelle","Navigator)"
"1718/0182","Michelle","Raad niet bevoegd inzake schending deontologische code VVP (geen decretale grondslag in VCRO)"
"1718/0182","Michelle","Schending onpartijdigheidsbeginsel niet aangetoond"
"1718/0182","Michelle","Verslaggever louter lid van een lokale politieke partij"
"1718/0182","Michelle","Geen concrete en precieze elementen inzake subjectieve onpartijdigheid"
"1718/0313","Ingrid","Vernietiging "
"1718/0313","Ingrid","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0313","Ingrid","Derde-belanghebbende"
"1718/0313","Ingrid","Gehele verzoekschrift"
"1718/0313","Ingrid","Carwash"
"1718/0313","Ingrid","Nabuur"
"1718/0313","Ingrid","Hinderaspecten (e.g. geluid)"
"1718/0313","Ingrid","RUP is niet uitputtend"
"1718/0313","Ingrid","Artikel 4.3.1, §1, eerste lid, 1°, a) VCRO"
"1718/0313","Ingrid","Conformiteit met het RUP"
"1718/0313","Ingrid","Vereiste van informatieve inrichtingsnota"
"1718/0313","Ingrid","Geen zorgvuldige beoordeling in licht RUP"
"1718/0313","Ingrid","Artikel 4.2.19 VCRO"
"1718/0313","Ingrid","Ligging infiltratiegracht"
"1718/0313","Ingrid","Onvoldoende precies"
"1718/0313","Ingrid","Louter “achter de bouwlijn”"
"1718/0313","Ingrid","Reeds verhardingen/groenbuffer aanwezig"
"1819/0205","Hildegard","Schorsing verworpen"
"1819/0205","Hildegard","Sloop + bouw appartementsblokken"
"1819/0205","Hildegard","Hoogdringendheid"
"1819/0205","Hildegard","Geen onredelijke bewijslast"
