"Nr_Arrest","naam","Trefwoorden"
"1718/0332","Jens","Verwijzing naar ‘principiële diepte’ van 50-meter "
"1718/0332","Jens","Geen zorgvuldig onderzoek "
"1718/0332","Jens","Vergunningverlenend bestuursorgaan moet zich baseren op originele gewestplan700 euro RPV toegekend"
"1718/0574","Lieselotte","AfstandVersnelde RP "
"1718/0574","Lieselotte","Geen verzoek tot voortzetting na niet-SA 700 euro RPV toegekend"
"1718/0602","Sacha","AfstandVersnelde RP "
"1718/0602","Sacha","Geen verzoek tot voortzetting na niet-SA RPV gevraagd maar niet begroot "
"1718/0602","Sacha","700 euro toegekend (navigator) "
"1718/0602","Sacha","Geen RPV voor tussenkomende partijen"
"1718/0643","Jens","AfstandKosten ten laste van verzoekende partij"
"1819/0080","Annelore","AfstandGeen kosten ten laste gelegd want rolrecht niet betaald (navigator)"
"1819/0217","Thibault","Schorsing verworpenGeen hoogdringendheid aangetoond "
"1819/0217","Thibault","Werken zijn reeds gerealiseerd "
"1819/0217","Thibault","Schorsing geen nuttig effectVraag tot opleggen geldboete verworpen "
"1819/0217","Thibault","Niet mogelijk in het kader van de schorsingsprocedure (navigator)"
"1718/0224","Katrien V.","VernietigingToepassing BPA "
"1718/0224","Katrien V.","Exceptie van onwettigheid in ander arrest aanvaard "
"1718/0224","Katrien V.","Werking inter partes "
"1718/0224","Katrien V.","Verwerende partij laat BPA buiten toepassing "
"1718/0224","Katrien V.","Onbestaande rechtshandeling "
"1718/0224","Katrien V.","Gebrek aan voorlegging Commissie van Advies "
"1718/0224","Katrien V.","Geen flagrante onwettigheid "
"1718/0224","Katrien V.","Onverenigbaarheid met voorschriften BPA "
"1718/0224","Katrien V.","Niet gemotiveerd 700 euro RPV toegekend"
"1718/0253","Lore","OngegrondNatuurtoets "
"1718/0253","Lore","Stelplicht verzoekende partij "
"1718/0253","Lore","Verzoekende partij verduidelijkt niet welke vermijdbare schade zou kunnen optreden (navigator) "
"1718/0253","Lore","Mer-screeningsplicht loods voor landbouwvoertuigen "
"1718/0253","Lore","Begrip ‘wijziging’ ‘intensieve veeteeltbedrijven’ "
"1718/0253","Lore","Geen invloed op intensiteit van de activiteit "
"1718/0253","Lore","Niet screeningsplichtig (navigator)"
"1718/0387","Claire","AfstandKosten ten laste van verzoekende partij "
"1718/0387","Claire","Tussenkomende partij draagt eigen kosten"
"1819/0268","Lieselotte","AfstandGeen kosten ten laste gelegd want rolrecht niet betaald"
"1819/0316","Katrien V.","Schorsing verworpenGeen hoogdringendheid aangetoond "
"1819/0316","Katrien V.","Verkavelingsvergunning "
"1819/0316","Katrien V.","Verwijzing naar MTHEN "
"1819/0316","Katrien V.","Onevenredige hinder niet concreet aangetoond "
"1819/0316","Katrien V.","Ontwikkeling inherent aan gewestplanbestemming woongebied/WUG "
"1819/0316","Katrien V.","Gebrekkige watertoets "
"1819/0316","Katrien V.","Vergt een beoordeling ten gronde "
"1819/0316","Katrien V.","Bestaande wateroverlast "
"1819/0316","Katrien V.","Geen rechtsreeks causaal verband "
"1819/0316","Katrien V.","Vergunning voor infrastructuurwerken niet aangevochten"
"1819/0354","Ben","Schorsing verworpenAanvullende stukken op de zitting "
"1819/0354","Ben","Uit debatten geweerdGeen hoogdringendheid aangetoond "
"1819/0354","Ben","Omgevingsvergunning voor zendantenne "
"1819/0354","Ben","Onwettigheid bestreden beslissing volstaat niet "
"1819/0354","Ben","Niet-schorsende werking jurisdictioneel beroep "
"1819/0354","Ben","Kritiek op OVD niet ontvankelijk "
"1819/0354","Ben","Vergunning verleend door gewestelijke omgevingsambtenaar "
"1819/0354","Ben","Geen administratief beroep mogelijk "
"1819/0354","Ben","Geen discriminatie (navigator) "
"1819/0354","Ben","Verkeerde vermelding beroepsmogelijkheden niet relevant voor beoordeling hoogdringendheid"
"1718/0305","Sacha","VernietigingMiddel deels onontvankelijk want niet afdoende uiteengezet "
"1718/0305","Sacha","Woning in LWAG "
"1718/0305","Sacha","Esthetische toets "
"1718/0305","Sacha","Ongunstig PSA-verslag "
"1718/0305","Sacha","Andersluidende beoordeling "
"1718/0305","Sacha","Geen afdoende onderzoek "
"1718/0305","Sacha","Voorwaarde volstaat niet Middel deels onontvankelijk want niet afdoende uiteengezet "
"1718/0305","Sacha","Watertoets "
"1718/0305","Sacha","Mogelijk overstromingsgevoelig gebied "
"1718/0305","Sacha","Schadelijk effect niet afdoende onderzocht "
"1718/0305","Sacha","Toekomstig bufferbekken is onzekere gebeurtenis Middel deels onontvankelijk want niet afdoende uiteengezet "
"1718/0305","Sacha","Natuurtoets "
"1718/0305","Sacha","BWK is niet bindend maar wel relevant bij onderzoek naar vermijdbare schade (navigator) "
"1718/0305","Sacha","Geen afdoende onderzoek naar natuurwaarden"
"1718/0338","Lieselotte","OngegrondWeigeringsbeslissing reclamepaneel "
"1718/0338","Lieselotte","Onverenigbaarheid met goede RO "
"1718/0338","Lieselotte","Determinerend weigeringsmotief niet betwist "
"1718/0338","Lieselotte","Kritiek op overtollige motieven"
"1718/0706","Claire","AfstandVersnelde RP na niet-SA "
"1718/0706","Claire","Geen verzoek tot voortzetting "
"1718/0706","Claire","Vraag om gehoord te worden "
"1718/0706","Claire","Vergissing op kantoor raadsman "
"1718/0706","Claire","Geen overmacht/dwaling (navigator)"
"1819/0248","Claire","Schorsing bevolenVerkavelingsvergunning "
"1819/0248","Claire","Belang omwonenden en naburige voetbalvereniging aanvaard "
"1819/0248","Claire","Mobiliteitshinder "
"1819/0248","Claire","Laattijdigheid bezwaarschrift niet relevant (navigator)Hoogdringendheid aangetoond "
"1819/0248","Claire","Verkaveling veroorzaakt rechtstreekse nadelige gevolgen gelet op verkavelingsvoorschriften "
"1819/0248","Claire","Visuele impact en mobiliteitshinder (navigator) "
"1819/0248","Claire","Verkavelingsvergunning geldt als stedenbouwkundige vergunning voor wegenisBeoordeling goede RO "
"1819/0248","Claire","Ongunstig PSA-verslag "
"1819/0248","Claire","Eerdere projectaanvraag werd geweigerd "
"1819/0248","Claire","Verstrengde motiveringsplicht "
"1819/0248","Claire","Ruimtegebruik "
"1819/0248","Claire","Strijdig met beleidsinstrumenten "
"1819/0248","Claire","Post factum motivering "
"1819/0248","Claire","Bezwaren niet beantwoord"
"1819/0462","Claire","Afstand140 euro RPV toegekend (navigator)"
"1718/0356","Jolien","OngegrondWeigeringsbeslissing KMO-zone "
"1718/0356","Jolien","Negatieve watertoets "
"1718/0356","Jolien","Schadelijk effect op waterhuishouding "
"1718/0356","Jolien","Vergunningverlenend bestuursorgaan is niet verplicht voorwaarden op te leggen, maar kan ook gewoon weigeren (navigator) "
"1718/0356","Jolien","Geen advies van provinciale waterbeheerder vereist "
"1718/0356","Jolien","Verwerende partij mocht rekening houden met facultatief ongunstig advies CIW "
"1718/0356","Jolien","Afdoende eigen onderzoek "
"1718/0356","Jolien","Replieknota afdoende beantwoord "
"1718/0356","Jolien","Onverenigbaarheid met Hemelwaterverordening "
"1718/0356","Jolien","Ongunstige watertoets is draagkrachtig weigeringsmotief "
"1718/0356","Jolien","Kritiek op overtollige motieven"
"1718/0366","Saartje","VernietigingBouw stal "
"1718/0366","Saartje","Belang omwonenden "
"1718/0366","Saartje","Vermelding verkeerde bepaling doet geen afbreuk aan ontvankelijkheid (navigator) "
"1718/0366","Saartje","Geluidshinder en geurhinderBeoordeling goede RO "
"1718/0366","Saartje","Belang bij het middel omwonenden (navigator) "
"1718/0366","Saartje","Voorwerp van de aanvraag "
"1718/0366","Saartje","Tuinberging vs. stal "
"1718/0366","Saartje","Ruimtegebruik "
"1718/0366","Saartje","Ongunstig PSA-verslag "
"1718/0366","Saartje","Stijlformules Injunctie tot nieuw PSA-verslag, rekening houdend met werkelijk voorwerp van de aanvraag700 euro RPV toegekend"
"1718/0371","Tariq","OnontvankelijkLaattijdige antwoordnota "
"1718/0371","Tariq","Geen overmacht aangetoond "
"1718/0371","Tariq","Betekening verzoekschrift door griffie aan CBS "
"1718/0371","Tariq","CBS is orgaan van gemeente "
"1718/0371","Tariq","Verantwoordelijk voor eigen postbedeling (navigator) "
"1718/0371","Tariq","Antwoordnota uit debatten geweerdBevoegdheid RvVb "
"1718/0371","Tariq","Weigeringsbeslissing gemeenteraad zaak van de wegen "
"1718/0371","Tariq","Geen vergunningsbeslissing in de zin van artikel 4.8.2 VCRO "
"1718/0371","Tariq","Geen complexe rechtshandeling "
"1718/0371","Tariq","RvVb niet bevoegd (navigator)"
"1718/0374","Tariq","VernietigingRegularisatie zonevreemde functiewijziging "
"1718/0374","Tariq","Landbouwloods vs. kantoorruimte "
"1718/0374","Tariq","Niet hoofdzakelijk vergund "
"1718/0374","Tariq","Oude vergunning van 2015 had geen betrekking op functiewijziging "
"1718/0374","Tariq","Onverenigbaarheid met bestemming RUP ("
"1718/0374","Tariq","Geen indeplaatsstelling doorgevoerd)Geen RPV voor tussenkomende partij "
"1718/0374","Tariq","Geen RPV gevraagd door verzoekende partij"
"1718/0796","Heidi","VernietigingVerzaking aan verkavelingsvergunning "
"1718/0796","Heidi","Vernietiging omwille van de duidelijkheid in het rechtsverkeer Kosten ten laste van tussenkomende partij "
"1718/0796","Heidi","Geen RPV ten laste van tussenkomende partij (navigator)"
"1819/0233","Hildegard","AfstandTussenkomst niet beoordeeld gelet op afstandKosten ten laste van verzoekende partij "
"1819/0233","Hildegard","700 euro RPV toegekend aan de verwerende partij"
"1819/0273","Patrick","Schorsing verworpenGebrek aan hoogdringendheid "
"1819/0273","Patrick","Start van de werken volstaat niet "
"1819/0273","Patrick","Geen nadelige gevolgen aangetoond Vraag tot voorlopige maatregelen verworpen (navigator)"
"1617/0428","Sacha","OngegrondBouw meergezinswoning "
"1617/0428","Sacha","Hinder en nadelen nabuur "
"1617/0428","Sacha","Verwerende partij erkent hinder in bestreden beslissing Voorschriften BPA "
"1617/0428","Sacha","Herstelbeslissing na vorige vernietiging "
"1617/0428","Sacha","Geen onverenigbaarheid met voorschriften gabarit "
"1617/0428","Sacha","BPA is toekomstgericht en dus niet noodzakelijk weergave van bestaande toestand (navigator) "
"1617/0428","Sacha","Verwerende partij mocht rekening houden met verder gelegen woningen "
"1617/0428","Sacha","Hinder niet kennelijk onredelijk beoordeeld (navigator) Destijds verleende weigeringsbeslissing toont onredelijkheid bestreden beslissing niet aan "
"1617/0428","Sacha","Voorwerp van de aanvraag is verschillend (navigator)Vraag tot RPV verworpen "
"1617/0428","Sacha","Verzoekschrift dateert van voor 24 april 2017"
"1617/0825","Sacha","VernietigingBelang gemeente "
"1617/0825","Sacha","Verwijzing naar verkeerde bepaling is materiële vergissing "
"1617/0825","Sacha","Leidt niet tot onontvankelijkheid (navigator) "
"1617/0825","Sacha","Bouw meergezinswoning doorkruist planologisch beleid Beoordeling goede RO "
"1617/0825","Sacha","Ongunstig PSA-verslag "
"1617/0825","Sacha","Schaalbreuk in het straatbeeld "
"1617/0825","Sacha","Gebrek aan hinder en akkoord nabuur is niet relevant "
"1617/0825","Sacha","Hoge verhardingsgraad, ruimtegebruik en bouwdichtheid niet afdoende onderzocht"
"1718/0051","Katrien V.","OngegrondWeigeringsbeslissing regularisatie schapenstal "
"1718/0051","Katrien V.","Voorwerp aanvraag "
"1718/0051","Katrien V.","Hobbyactiviteiten "
"1718/0051","Katrien V.","Geen landbouw in de ruime zin (navigator) "
"1718/0051","Katrien V.","Draagkrachtig weigeringsmotief"
"1718/0688","Annelore","OnontvankelijkRolrecht niet tijdig betaald "
"1718/0688","Annelore","Verantwoordingsnota geeft geen reden van overmacht of dwaling "
"1718/0688","Annelore","Betalingstermijn van 15 dagen niet onredelijk kort "
"1718/0688","Annelore","Sanctionering van 7-dagentermijn door Raad van State niet relevant want geen gelijkaardig geval "
"1718/0688","Annelore","Toegang tot de rechter niet belemmerd (navigator) "
"1718/0688","Annelore","Raad is niet bevoegd om artikel 21 DBRC-decreet buiten toepassing te laten"
"1819/0163","Marino","OnontvankelijkRolrecht niet tijdig betaald "
"1819/0163","Marino","Geen verantwoordingsnota ingediend"
"1819/0225","Yannick","OnontvankelijkRolrecht niet tijdig betaald "
"1819/0225","Yannick","Geen verantwoordingsnota ingediend"
"1819/0252","Lieselotte","OnontvankelijkArtikel 105, §2 OVD "
"1819/0252","Lieselotte","Geen administratief beroep ingesteld tegen beslissing CBS "
"1819/0252","Lieselotte","Voor de verzoekende partij nadelige beslissing (navigator) "
"1819/0252","Lieselotte","Niet betwist in verantwoordingsnota"
"1819/0295","Jens","OnontvankelijkArtikel 105, §3 OVD "
"1819/0295","Jens","Beroepstermijn start vanaf betekening "
"1819/0295","Jens","Datum aanplakking is niet startdatum "
"1819/0295","Jens","Foutieve inlichtingen door stadsdiensten "
"1819/0295","Jens","Geen overmacht aangetoond (navigator)"
"1415/0323","Jens","VernietigingVerkavelingsvergunning met 1 lot (regularisatie) "
"1415/0323","Jens","Beoordeling goede RO "
"1415/0323","Jens","Ongunstig PSA-verslag "
"1415/0323","Jens","Motivering tegenstrijdig "
"1415/0323","Jens","Perceel te smal voor open bebouwing "
"1415/0323","Jens","Geen aansluiting mogelijk voor halfopen bebouwing RPV gevraagd maar niet toegekend "
"1415/0323","Jens","Vordering dateert van vóór 24 april 2017"
"1617/0122","Jolien","VernietigingVerzaking "
"1617/0122","Jolien","Vernietiging omwille van de duidelijkheid in het rechtsverkeerKosten ten laste van tussenkomende partij "
"1617/0122","Jolien","RPV gevraagd maar niet toegekend "
"1617/0122","Jolien","Vordering dateert van vóór 24 april 2017"
"1617/0173","Jolien","TussenarrestVerlenging bemiddelingstermijn met drie maanden (navigator) "
"1617/0173","Jolien","Nieuwe zittingsdatum"
"1617/0283","Tine","OngegrondOntvankelijkheid "
"1617/0283","Tine","Afstand van ‘exceptie’ Weigeringsbeslissing verbouwing "
"1617/0283","Tine","Beoordeling goede RO "
"1617/0283","Tine","Afwerking blinde gevel is louter hypothetisch (navigator) "
"1617/0283","Tine","Rooilijnplan voorziet niet in aanbouw tegen blinde gevel "
"1617/0283","Tine","Te zwaar bouwprogramma "
"1617/0283","Tine","Structuurplan en afbakening als kleinstedelijk gebied (streven naar verdichting) doet hieraan geen afbreuk "
"1617/0283","Tine","Determinerend weigeringsmotief niet foutief of onredelijkKritiek op overtollige motievenHoorplicht "
"1617/0283","Tine","Niet-vermelding replieknota in bestreden beslissing is materiële vergissing "
"1617/0283","Tine","Geen belang bij het middel (navigator) "
"1617/0283","Tine","Eensluidend PSA-verslag "
"1617/0283","Tine","Replieknota noopt niet tot bijkomende motivering"
"1617/0854","Matthias","OngegrondParking bij bedrijf "
"1617/0854","Matthias","Bestaanbaarheid met woongebied "
"1617/0854","Matthias","Voorwerp van de aanvraag "
"1617/0854","Matthias","Geen uitbreiding van bedrijf, maar herinrichting "
"1617/0854","Matthias","Geen toets vereist van gehele bedrijf (navigator) "
"1617/0854","Matthias","Herstelbeslissing afdoende gemotiveerd (navigator) Beoordeling goede RO "
"1617/0854","Matthias","Relevante omgeving "
"1617/0854","Matthias","Hinderaspecten "
"1617/0854","Matthias","Verminderde parkeerdruk "
"1617/0854","Matthias","Verzoekende partij is te algemeen in haar kritiek "
"1617/0854","Matthias"," Geen verstrengde motiveringsplicht (navigator)Kosten ten laste van verzoekende partij "
"1617/0854","Matthias","Tussenkomende partij moet eigen kosten dragen"
"1718/0145","Tariq","VernietigingMeergezinswoning met handelspand "
"1718/0145","Tariq","Achtergelegen parkeerplaatsen niet verenigbaar met gewestplanbestemming agrarisch gebied "
"1718/0145","Tariq","Bestaanbaarheid handelspand met woongebied niet afdoende onderzocht "
"1718/0145","Tariq","Nadere invulling handelspand onduidelijk "
"1718/0145","Tariq","Ongunstig PSA-verslag en bezwarenBeoordeling goede RO "
"1718/0145","Tariq","Voorwerp aanvraag "
"1718/0145","Tariq","Mobiliteitsimpact niet afdoende onderzocht "
"1718/0145","Tariq","Inkijk en schaduw niet afdoende gemotiveerdRPV gevraagd maar niet begroot "
"1718/0145","Tariq","700 euro RPV toegekend aan verzoekende partijen (ondanks S+A)"
"1718/0085","Tine","OngegrondTussenkomst onontvankelijk "
"1718/0085","Tine","Rolrecht niet betaald "
"1718/0085","Tine","Rechtsgeldige betekening op adres waar woonplaatskeuze werd gedaan Verbouwing zonevreemde woning "
"1718/0085","Tine","Verkrot karakter "
"1718/0085","Tine","Beoordeling op ogenblik eerste vergunningsaanvraag "
"1718/0085","Tine","Uitbreiding middel in wederantwoordnota "
"1718/0085","Tine","Geen tegenstrijdigheid met vorige beslissing verwerende partij "
"1718/0085","Tine","Stabiliteitswerken an sich impliceert nog geen verkrot karakter"
"1718/0188","Arnout","Samenhangend met 1718/0208VernietigingRundveestal "
"1718/0188","Arnout","Belang omwonende "
"1718/0188","Arnout","Hinder aannemelijkLigging in LWAG ‘valleigebied’ "
"1718/0188","Arnout","Drievoudige toets (navigator) "
"1718/0188","Arnout","Verwerende partij moet aanvraag kaderen in landschappelijke ontwikkeling (navigator) "
"1718/0188","Arnout","Bestaande bebouwing is geen verantwoording voor aantasting Onderzoek mer-screeningsplicht "
"1718/0188","Arnout","Kwalificatie als intensief veeteeltbedrijf "
"1718/0188","Arnout","Geen afdoende onderzoek in het licht van beroepsargumenten verzoekende partij"
"1718/0205","Heidi","OngegrondWeigeringsbeslissing functiewijziging naar verblijfsgelegenheid "
"1718/0205","Heidi","Voorschriften RUP "
"1718/0205","Heidi","Verwerende partij heeft bestaande hoeve terecht beschouwd als woningbijgebouw Zonevreemde basisrechten niet dienstigVraag tot RPV verworpen want verzoekende partij is in ongelijk gestelde partij"
"1718/0206","Tariq","VernietigingTussenkomst onontvankelijk want laattijdig "
"1718/0206","Tariq","Geen dwaling of overmachtSerre e.a. in LWAG "
"1718/0206","Tariq","Leefbaarheid bedrijf in principe enkel relevant voor bedrijfswoning "
"1718/0206","Tariq","Activiteiten bedrijf aanvrager (landbouwer in bijberoep) "
"1718/0206","Tariq","Ongunstig advies L&V "
"1718/0206","Tariq","Geen afdoende onderzoek naar noodzakelijkheid (navigator) "
